UserID,No. Of Movies Rated,Average Rating
1153,76,2.736842105263158
1154,24,3.375
1155,182,3.1923076923076925
1156,72,3.5833333333333335
1157,22,4.2727272727272725
1158,64,3.640625
1159,121,2.56198347107438
1160,107,3.074766355140187
1161,95,3.968421052631579
1162,156,3.551282051282051
1163,64,3.640625
1164,458,3.441048034934498
1165,141,3.574468085106383
1166,26,3.5
1167,70,3.4285714285714284
1168,233,3.4463519313304722
1169,118,2.7711864406779663
1170,258,4.011627906976744
1171,28,4.321428571428571
1172,443,3.5169300225733635
1173,361,3.2493074792243766
1174,24,3.125
1175,72,4.208333333333333
1176,126,4.142857142857143
1177,79,3.9746835443037973
1178,36,3.5
1179,234,3.6623931623931623
1180,37,4.45945945945946
1181,1521,2.815910585141354
1182,364,3.357142857142857
1183,186,3.682795698924731
1184,278,3.338129496402878
1185,90,3.6444444444444444
1186,206,4.296116504854369
1187,31,3.3870967741935485
1188,31,4.161290322580645
1189,25,3.76
1190,27,4.037037037037037
1191,105,4.295238095238095
1192,29,4.379310344827586
1193,276,2.782608695652174
1194,649,3.325115562403698
1195,96,3.71875
1196,112,3.8839285714285716
1197,24,4.166666666666667
1198,102,3.656862745098039
1199,179,3.631284916201117
1200,39,3.5641025641025643
1201,66,3.5757575757575757
1202,520,3.5365384615384614
1203,741,3.707152496626181
1204,136,3.485294117647059
1205,85,3.9411764705882355
1206,141,3.5602836879432624
1207,618,2.394822006472492
1208,48,4.020833333333333
1209,221,3.411764705882353
1210,39,3.8974358974358974
1211,397,3.863979848866499
1212,69,3.8550724637681157
1213,24,4.041666666666667
1214,46,3.0217391304347827
1215,115,4.034782608695652
1216,213,3.6948356807511735
1217,51,4.235294117647059
1218,235,3.4553191489361703
1219,224,3.6205357142857144
1220,195,3.353846153846154
1221,221,3.9638009049773757
1222,68,3.2205882352941178
1223,146,3.9246575342465753
1224,578,4.046712802768166
1225,28,4.035714285714286
1226,21,3.2857142857142856
1227,154,3.792207792207792
1228,251,3.7768924302788847
1229,30,4.0
1230,253,3.9367588932806323
1231,110,3.8454545454545452
1232,135,4.229629629629629
1233,61,3.8852459016393444
1234,24,4.291666666666667
1235,50,3.7
1236,24,3.375
1237,30,3.7666666666666666
1238,45,3.7111111111111112
1239,88,3.8636363636363638
1240,30,3.066666666666667
1241,194,4.247422680412371
1242,616,3.6396103896103895
1243,368,3.608695652173913
1244,543,3.3812154696132595
1245,36,4.333333333333333
1246,572,3.56993006993007
1247,36,3.8055555555555554
1248,94,3.595744680851064
1249,25,3.96
1250,21,4.190476190476191
1251,45,3.3777777777777778
1252,118,4.02542372881356
1253,74,3.5405405405405403
1254,110,4.118181818181818
1255,235,3.7787234042553193
1256,32,4.34375
1257,49,3.36734693877551
1258,42,4.261904761904762
1259,60,3.9833333333333334
1260,509,3.787819253438114
1261,195,3.7487179487179487
1262,158,3.4240506329113924
1263,279,3.139784946236559
1264,711,3.586497890295359
1265,343,3.183673469387755
1266,726,3.3415977961432506
1267,170,3.6
1268,202,4.257425742574258
1269,32,4.25
1270,29,3.0344827586206895
1271,170,4.2823529411764705
1272,284,3.535211267605634
1273,334,3.9820359281437128
1274,591,3.8494077834179357
1275,30,4.466666666666667
1276,77,4.1558441558441555
1277,37,3.675675675675676
1278,67,4.0
1279,361,2.958448753462604
1280,50,3.72
1281,144,3.4791666666666665
1282,21,4.095238095238095
1283,46,3.347826086956522
1284,507,3.4220907297830374
1285,1144,3.9064685314685317
1286,68,3.5
1287,94,3.9468085106382977
1288,129,3.75968992248062
1289,39,4.3076923076923075
1290,55,4.181818181818182
1291,283,3.802120141342756
1292,48,3.3958333333333335
1293,68,3.426470588235294
1294,261,3.9272030651340994
1295,40,3.575
1296,48,3.8958333333333335
1297,487,3.4455852156057496
1298,614,3.8273615635179152
1299,234,3.7905982905982905
1300,166,3.4819277108433737
1301,297,3.774410774410774
1302,60,4.266666666666667
1303,677,3.3205317577548006
1304,84,3.9642857142857144
1305,21,4.333333333333333
1306,461,4.1475054229934925
1307,21,4.333333333333333
1308,89,3.606741573033708
1309,24,3.7083333333333335
1310,24,3.75
1311,188,3.478723404255319
1312,155,3.270967741935484
1313,29,3.6551724137931036
1314,228,2.789473684210526
1315,93,4.505376344086022
1316,38,3.236842105263158
1317,799,3.6620775969962454
1318,21,3.0476190476190474
1319,28,3.2142857142857144
1320,117,4.017094017094017
1321,171,3.2923976608187133
1322,384,4.1171875
1323,148,3.7027027027027026
1324,108,4.037037037037037
1325,282,3.9858156028368796
1326,37,3.918918918918919
1327,71,3.507042253521127
1328,125,3.552
1329,410,3.2853658536585364
1330,46,4.260869565217392
1331,150,3.98
1332,32,3.5
1333,557,3.6965888689407542
1334,59,3.9152542372881354
1335,307,3.0749185667752443
1336,23,4.086956521739131
1337,65,3.8153846153846156
1338,132,4.03030303030303
1339,213,2.788732394366197
1340,805,2.1627329192546583
1341,87,2.3793103448275863
1342,92,2.9782608695652173
1343,279,4.415770609318996
1344,75,3.72
1345,189,3.7195767195767195
1346,28,3.5357142857142856
1347,158,3.778481012658228
1348,139,3.7985611510791366
1349,43,4.651162790697675
1350,112,3.7589285714285716
1351,20,4.2
1352,158,3.5759493670886076
1353,63,3.0317460317460316
1354,684,3.404970760233918
1355,53,4.169811320754717
1356,461,2.633405639913232
1357,177,2.7966101694915255
1358,231,3.16017316017316
1359,96,3.6458333333333335
1360,103,3.5533980582524274
1361,133,4.135338345864661
1362,219,3.4474885844748857
1363,21,4.380952380952381
1364,55,4.0
1365,67,3.626865671641791
1366,143,3.5104895104895104
1367,211,3.7772511848341233
1368,44,4.113636363636363
1369,404,3.782178217821782
1370,148,3.141891891891892
1371,44,4.2727272727272725
1372,53,3.0
1373,74,3.810810810810811
1374,103,3.9223300970873787
1375,60,3.9
1376,94,3.882978723404255
1377,521,2.8214971209213053
1378,58,4.5344827586206895
1379,32,3.25
1380,253,3.316205533596838
1381,69,3.4057971014492754
1382,36,4.138888888888889
1383,822,3.329683698296837
1384,22,3.4545454545454546
1385,22,3.727272727272727
1386,82,3.951219512195122
1387,223,3.6591928251121075
1388,53,4.018867924528302
1389,411,3.812652068126521
1390,309,3.838187702265372
1391,209,3.4688995215311005
1392,243,3.403292181069959
1393,109,4.128440366972477
1394,27,3.0
1395,312,3.826923076923077
1396,186,3.725806451612903
1397,53,3.490566037735849
1398,38,3.710526315789474
1399,288,3.6527777777777777
1400,58,4.172413793103448
1401,56,4.017857142857143
1402,49,4.122448979591836
1403,65,3.8461538461538463
1404,332,2.7951807228915664
1405,45,3.7333333333333334
1406,20,3.8
1407,182,4.082417582417582
1408,136,3.139705882352941
1409,84,4.214285714285714
1410,78,4.064102564102564
1411,60,3.566666666666667
1412,24,3.3333333333333335
1413,185,3.8324324324324324
1414,74,3.7837837837837838
1415,179,3.7150837988826817
1416,22,3.5454545454545454
1417,29,3.413793103448276
1418,286,2.9510489510489513
1419,51,2.6470588235294117
1420,279,3.7311827956989245
1421,195,3.758974358974359
1422,728,3.0123626373626373
1423,80,4.1875
1424,44,3.409090909090909
1425,778,3.647814910025707
1426,382,3.494764397905759
1427,153,3.6470588235294117
1428,52,4.211538461538462
1429,24,3.2916666666666665
1430,116,4.163793103448276
1431,21,3.380952380952381
1432,35,3.5428571428571427
1433,89,3.337078651685393
1434,279,2.4050179211469533
1435,35,3.4571428571428573
1436,66,3.9696969696969697
1437,155,4.541935483870968
1438,44,3.477272727272727
1439,30,3.9
1440,136,3.3529411764705883
1441,102,3.627450980392157
1442,160,3.3
1443,40,4.25
1444,29,3.689655172413793
1445,31,2.903225806451613
1446,97,4.453608247422681
1447,990,3.2383838383838386
1448,1038,3.775529865125241
1449,1243,2.8061142397425582
1450,109,2.9908256880733943
1451,751,3.8974700399467377
1452,20,4.15
1453,28,3.5714285714285716
1454,22,3.8636363636363638
1455,61,3.7540983606557377
1456,22,4.045454545454546
1457,307,3.95114006514658
1458,97,3.9896907216494846
1459,21,4.0476190476190474
1460,28,3.0357142857142856
1461,50,3.34
1462,38,3.5
1463,116,3.5948275862068964
1464,108,3.675925925925926
1465,611,3.741407528641571
1466,252,3.630952380952381
1467,88,3.534090909090909
1468,102,3.519607843137255
1469,32,4.0625
1470,710,2.6943661971830988
1471,27,3.814814814814815
1472,233,3.6008583690987126
1473,240,2.970833333333333
1474,130,3.7846153846153845
1475,79,3.8987341772151898
1476,70,3.757142857142857
1477,33,4.0606060606060606
1478,32,3.9375
1479,29,4.103448275862069
1480,43,3.395348837209302
1481,100,4.38
1482,61,3.2295081967213113
1483,258,3.0968992248062017
1484,314,3.6146496815286624
1485,23,3.9130434782608696
1486,48,3.5833333333333335
1487,41,3.2195121951219514
1488,21,4.095238095238095
1489,489,2.443762781186094
1490,180,4.1
1491,253,3.2490118577075098
1492,107,3.2149532710280373
1493,20,3.75
1494,98,3.795918367346939
1495,182,2.620879120879121
1496,597,2.85929648241206
1497,199,3.864321608040201
1498,116,3.8275862068965516
1499,130,3.9384615384615387
1500,115,3.9043478260869566
1501,542,3.726937269372694
1502,273,3.399267399267399
1503,272,3.5073529411764706
1504,42,3.642857142857143
1505,318,3.738993710691824
1506,105,3.8095238095238093
1507,108,4.185185185185185
1508,29,3.310344827586207
1509,297,2.983164983164983
1510,33,3.606060606060606
1511,91,4.087912087912088
1512,34,3.235294117647059
1513,143,4.055944055944056
1514,127,3.763779527559055
1515,24,3.75
1516,292,3.1164383561643834
1517,64,3.609375
1518,25,4.48
1519,87,3.528735632183908
1520,23,4.0
1521,72,3.263888888888889
1522,78,3.641025641025641
1523,92,3.717391304347826
1524,253,3.7351778656126484
1525,101,3.6633663366336635
1526,32,4.15625
1527,104,3.1538461538461537
1528,69,4.086956521739131
1529,30,3.7666666666666666
1530,404,3.8514851485148514
1531,39,3.4615384615384617
1532,126,4.095238095238095
1533,75,3.84
1534,21,3.619047619047619
1535,29,3.896551724137931
1536,36,4.222222222222222
1537,38,3.763157894736842
1538,93,3.989247311827957
1539,27,4.37037037037037
1540,118,3.805084745762712
1541,26,4.423076923076923
1542,293,3.6723549488054608
1543,173,3.46242774566474
1544,165,3.690909090909091
1545,217,3.1013824884792625
1546,342,3.754385964912281
1547,134,3.9328358208955225
1548,48,3.5833333333333335
1549,21,3.619047619047619
1550,29,3.9310344827586206
1551,166,3.9397590361445785
1552,255,3.6862745098039214
1553,43,3.7209302325581395
1554,31,3.806451612903226
1555,79,4.3544303797468356
1556,345,3.208695652173913
1557,57,3.982456140350877
1558,26,4.115384615384615
1559,51,3.588235294117647
1560,164,3.4939024390243905
1561,161,4.0062111801242235
1562,38,2.8684210526315788
1563,84,3.8095238095238093
1564,124,3.056451612903226
1565,47,3.74468085106383
1566,24,3.5
1567,100,3.89
1568,28,4.0
1569,90,4.588888888888889
1570,66,3.5454545454545454
1571,153,3.947712418300654
1572,45,3.1777777777777776
1573,29,3.689655172413793
1574,52,3.5961538461538463
1575,54,3.8703703703703702
1576,48,3.875
1577,125,4.104
1578,31,4.161290322580645
1579,765,3.4496732026143793
1580,37,3.5405405405405403
1581,41,3.2195121951219514
1582,22,3.6363636363636362
1583,52,3.730769230769231
1584,461,3.3253796095444685
1585,112,3.607142857142857
1586,415,4.424096385542168
1587,554,3.332129963898917
1588,47,4.170212765957447
1589,99,3.7777777777777777
1590,40,4.0
1591,314,4.340764331210191
1592,306,3.6209150326797386
1593,206,3.0388349514563107
1594,147,3.727891156462585
1595,133,4.045112781954887
1596,23,3.5652173913043477
1597,230,3.5565217391304347
1598,184,3.494565217391304
1599,550,3.3018181818181818
1600,394,3.431472081218274
1601,205,3.9073170731707316
1602,120,4.1
1603,70,3.842857142857143
1604,24,4.166666666666667
1605,964,3.3122406639004147
1606,206,3.79126213592233
1607,276,3.1847826086956523
1608,144,2.0833333333333335
1609,359,3.4206128133704734
1610,28,3.9642857142857144
1611,556,3.573741007194245
1612,23,3.652173913043478
1613,795,3.4264150943396228
1614,61,3.3934426229508197
1615,21,3.0476190476190474
1616,254,3.1338582677165356
1617,228,3.0833333333333335
1618,91,4.208791208791209
1619,33,4.03030303030303
1620,36,3.9444444444444446
1621,22,3.1363636363636362
1622,26,3.730769230769231
1623,70,4.214285714285714
1624,350,3.005714285714286
1625,45,3.3555555555555556
1626,271,3.4391143911439115
1627,48,2.9791666666666665
1628,451,3.745011086474501
1629,65,3.4923076923076923
1630,117,2.264957264957265
1631,260,3.8423076923076924
1632,768,2.7760416666666665
1633,34,2.9705882352941178
1634,106,3.5849056603773586
1635,793,3.780580075662043
1636,170,2.8
1637,85,3.988235294117647
1638,39,4.205128205128205
1639,551,3.658802177858439
1640,161,2.472049689440994
1641,232,2.6810344827586206
1642,74,3.5
1643,233,4.28755364806867
1644,48,3.0625
1645,522,4.061302681992337
1646,62,3.064516129032258
1647,882,3.2301587301587302
1648,149,3.442953020134228
1649,57,3.8421052631578947
1650,213,3.647887323943662
1651,35,3.2
1652,27,3.3703703703703702
1653,25,3.92
1654,47,4.446808510638298
1655,175,3.8
1656,25,3.48
1657,45,3.888888888888889
1658,398,3.419597989949749
1659,57,2.7719298245614037
1660,62,3.967741935483871
1661,37,3.891891891891892
1662,25,3.64
1663,46,4.130434782608695
1664,20,3.4
1665,63,3.6825396825396823
1666,397,3.3425692695214106
1667,499,3.4128256513026054
1668,29,4.0
1669,30,3.7333333333333334
1670,56,4.714285714285714
1671,638,3.8620689655172415
1672,39,3.7435897435897436
1673,81,4.37037037037037
1674,22,3.727272727272727
1675,565,3.208849557522124
1676,865,3.492485549132948
1677,43,3.558139534883721
1678,122,3.4508196721311477
1679,82,3.926829268292683
1680,1850,3.5556756756756758
1681,121,4.132231404958677
1682,27,4.407407407407407
1683,175,3.4857142857142858
1684,62,4.032258064516129
1685,430,3.574418604651163
1686,28,3.5357142857142856
1687,393,3.5318066157760812
1688,132,3.5757575757575757
1689,128,3.609375
1690,149,3.5167785234899327
1691,50,3.52
1692,207,4.478260869565218
1693,310,3.7419354838709675
1694,398,3.741206030150754
1695,196,3.6530612244897958
1696,314,3.621019108280255
1697,354,4.18361581920904
1698,957,3.9310344827586206
1699,348,4.313218390804598
1700,45,3.533333333333333
1701,552,3.5543478260869565
1702,80,4.55
1703,26,4.076923076923077
1704,36,4.194444444444445
1705,85,3.6941176470588237
1706,210,3.8
1707,88,4.329545454545454
1708,22,3.8636363636363638
1709,210,3.704761904761905
1710,79,3.6582278481012658
1711,29,3.6206896551724137
1712,511,3.512720156555773
1713,21,3.3333333333333335
1714,274,3.510948905109489
1715,46,3.4565217391304346
1716,195,3.476923076923077
1717,424,3.8160377358490565
1718,32,4.46875
1719,26,2.769230769230769
1720,46,4.021739130434782
1721,115,2.365217391304348
1722,206,4.242718446601942
1723,146,3.671232876712329
1724,159,4.10062893081761
1725,36,3.75
1726,382,2.350785340314136
1727,514,4.035019455252918
1728,47,4.212765957446808
1729,58,3.086206896551724
1730,24,3.5
1731,68,3.3970588235294117
1732,34,4.470588235294118
1733,839,3.5280095351609058
1734,74,4.27027027027027
1735,77,3.2337662337662336
1736,195,3.235897435897436
1737,775,3.410322580645161
1738,67,3.7313432835820897
1739,78,3.769230769230769
1740,66,4.0
1741,660,3.9757575757575756
1742,47,3.617021276595745
1743,95,3.968421052631579
1744,140,4.064285714285714
1745,70,3.7142857142857144
1746,326,4.404907975460123
1747,108,2.138888888888889
1748,589,3.4906621392190154
1749,562,2.9181494661921707
1750,73,2.9726027397260273
1751,21,4.428571428571429
1752,434,3.834101382488479
1753,284,3.936619718309859
1754,29,3.0
1755,368,3.5706521739130435
1756,49,3.204081632653061
1757,385,3.690909090909091
1758,430,3.9465116279069767
1759,254,3.720472440944882
1760,66,3.803030303030303
1761,113,2.15929203539823
1762,74,3.8513513513513513
1763,26,3.769230769230769
1764,613,4.091353996737357
1765,106,3.981132075471698
1766,26,3.230769230769231
1767,306,3.5751633986928106
1768,142,3.4859154929577465
1769,73,2.7534246575342465
1770,89,3.269662921348315
1771,24,4.333333333333333
1772,34,3.3823529411764706
1773,61,3.7704918032786887
1774,40,3.275
1775,155,3.7225806451612904
1776,422,3.2748815165876777
1777,55,3.890909090909091
1778,546,3.54029304029304
1779,149,3.295302013422819
1780,616,2.9626623376623376
1781,106,3.4150943396226414
1782,38,3.5789473684210527
1783,21,3.5714285714285716
1784,52,2.980769230769231
1785,54,3.0555555555555554
1786,53,4.018867924528302
1787,28,3.3214285714285716
1788,32,3.84375
1789,58,4.172413793103448
1790,339,3.8731563421828907
1791,145,3.586206896551724
1792,39,3.871794871794872
1793,287,3.4006968641114983
1794,453,2.4282560706401766
1795,25,4.32
1796,176,3.9886363636363638
1797,175,4.177142857142857
1798,67,3.5970149253731343
1799,91,3.5164835164835164
1800,252,3.615079365079365
1801,21,3.9523809523809526
1802,211,4.033175355450237
1803,284,3.433098591549296
1804,116,3.4051724137931036
1805,174,4.086206896551724
1806,214,4.233644859813084
1807,202,3.6435643564356437
1808,31,3.4193548387096775
1809,56,3.142857142857143
1810,40,3.775
1811,30,3.9
1812,698,3.7765042979942693
1813,22,3.5
1814,49,3.63265306122449
1815,39,3.7948717948717947
1816,62,4.096774193548387
1817,123,3.016260162601626
1818,43,3.6511627906976742
1819,116,3.7327586206896552
1820,317,3.684542586750789
1821,27,4.037037037037037
1822,67,3.8507462686567164
1823,28,4.0
1824,159,3.3647798742138364
1825,151,3.5165562913907285
1826,57,3.5964912280701755
1827,49,3.5918367346938775
1828,143,3.370629370629371
1829,30,3.3333333333333335
1830,30,4.1
1831,111,3.5135135135135136
1832,44,3.9318181818181817
1833,100,3.31
1834,65,4.092307692307692
1835,770,4.114285714285714
1836,416,4.168269230769231
1837,782,3.501278772378517
1838,27,3.074074074074074
1839,87,3.9770114942528734
1840,24,3.9166666666666665
1841,227,2.7180616740088106
1842,465,4.129032258064516
1843,119,3.689075630252101
1844,20,3.65
1845,220,3.213636363636364
1846,61,4.032786885245901
1847,41,4.317073170731708
1848,22,3.772727272727273
1849,24,3.7083333333333335
1850,77,3.844155844155844
1851,504,2.6984126984126986
1852,54,3.5185185185185186
1853,157,4.1210191082802545
1854,246,2.817073170731707
1855,83,3.144578313253012
1856,134,4.6940298507462686
1857,41,4.2682926829268295
1858,98,3.9591836734693877
1859,46,3.5652173913043477
1860,293,3.310580204778157
1861,460,3.3369565217391304
1862,35,4.4
1863,104,4.5
1864,23,3.3043478260869565
1865,334,3.5808383233532934
1866,139,4.093525179856115
1867,54,2.962962962962963
1868,54,3.6296296296296298
1869,48,3.9166666666666665
1870,158,3.7974683544303796
1871,117,3.7264957264957266
1872,33,3.8181818181818183
1873,198,3.48989898989899
1874,64,3.59375
1875,338,3.6153846153846154
1876,33,3.4545454545454546
1877,147,3.129251700680272
1878,83,3.6506024096385543
1879,263,3.931558935361217
1880,955,3.344502617801047
1881,57,4.333333333333333
1882,223,3.780269058295964
1883,435,3.331034482758621
1884,707,3.867043847241867
1885,57,4.157894736842105
1886,26,3.923076923076923
1887,125,3.384
1888,34,3.6176470588235294
1889,624,3.269230769230769
1890,202,3.51980198019802
1891,279,3.5483870967741935
1892,22,4.2727272727272725
1893,28,3.75
1894,172,4.244186046511628
1895,86,4.034883720930233
1896,207,4.14975845410628
1897,657,3.710806697108067
1898,26,3.923076923076923
1899,756,3.7923280423280423
1900,40,3.675
1901,150,4.173333333333333
1902,258,3.647286821705426
1903,197,4.020304568527918
1904,352,3.2670454545454546
1905,47,4.1063829787234045
1906,26,3.6538461538461537
1907,24,3.8333333333333335
1908,208,3.1826923076923075
1909,57,3.526315789473684
1910,53,3.641509433962264
1911,31,3.5483870967741935
1912,947,2.487856388595565
1913,44,4.295454545454546
1914,23,3.739130434782609
1915,38,3.6052631578947367
1916,391,3.9437340153452687
1917,97,3.8969072164948453
1918,23,3.0
1919,55,3.5636363636363635
1920,601,3.3860232945091515
1921,85,3.2588235294117647
1922,429,3.456876456876457
1923,58,3.2758620689655173
1924,86,3.1511627906976742
1925,305,3.6459016393442623
1926,585,4.085470085470085
1927,22,3.9545454545454546
1928,212,3.839622641509434
1929,27,3.5555555555555554
1930,324,3.1666666666666665
1931,86,3.616279069767442
1932,78,3.6666666666666665
1933,30,3.466666666666667
1934,59,3.0847457627118646
1935,58,3.4827586206896552
1936,28,3.7142857142857144
1937,295,3.183050847457627
1938,175,3.1314285714285712
1939,221,3.7782805429864252
1940,64,4.671875
1941,1595,3.0545454545454547
1942,59,2.864406779661017
1943,680,3.6205882352941177
1944,68,3.911764705882353
1945,73,2.7945205479452055
1946,78,3.858974358974359
1947,147,3.9523809523809526
1948,174,3.1091954022988504
1949,102,4.176470588235294
1950,137,3.5182481751824817
1951,128,3.015625
1952,251,3.49003984063745
1953,34,3.7941176470588234
1954,151,3.933774834437086
1955,40,3.55
1956,65,3.123076923076923
1957,50,3.94
1958,852,3.2746478873239435
1959,61,4.508196721311475
1960,215,3.8651162790697673
1961,89,3.550561797752809
1962,533,2.6679174484052535
1963,83,4.180722891566265
1964,22,3.6363636363636362
1965,64,3.125
1966,44,4.363636363636363
1967,24,3.5416666666666665
1968,444,2.7612612612612613
1969,517,3.816247582205029
1970,52,3.576923076923077
1971,33,4.2727272727272725
1972,83,4.409638554216867
1973,38,3.8421052631578947
1974,518,3.7644787644787643
1975,49,3.836734693877551
1976,123,3.886178861788618
1977,67,3.626865671641791
1978,154,3.4675324675324677
1979,35,3.1142857142857143
1980,1260,3.4825396825396826
1981,67,3.029850746268657
1982,155,3.425806451612903
1983,546,4.142857142857143
1984,283,3.5653710247349824
1985,160,3.575
1986,22,4.590909090909091
1987,47,3.617021276595745
1988,629,3.5230524642289347
1989,27,3.3333333333333335
1990,35,3.857142857142857
1991,24,4.291666666666667
1992,92,2.9239130434782608
1993,20,3.75
1994,29,4.103448275862069
1995,86,3.895348837209302
1996,177,3.994350282485876
1997,40,4.075
1998,356,3.8707865168539324
1999,87,3.8160919540229883
2000,98,3.7857142857142856
2001,49,3.5918367346938775
2002,167,4.1017964071856285
2003,61,4.344262295081967
2004,109,3.7247706422018347
2005,90,2.7222222222222223
2006,41,3.8048780487804876
2007,40,3.9
2008,177,3.937853107344633
2009,54,4.037037037037037
2010,733,2.4583901773533423
2011,247,3.838056680161943
2012,611,2.8052373158756136
2013,80,3.9
2014,54,4.2592592592592595
2015,903,3.1273532668881505
2016,333,3.990990990990991
2017,119,3.899159663865546
2018,447,3.941834451901566
2019,34,3.5588235294117645
2020,471,3.5307855626326963
2021,149,3.8523489932885906
2022,194,3.829896907216495
2023,286,3.923076923076923
2024,256,3.375
2025,119,3.680672268907563
2026,218,3.541284403669725
2027,105,4.019047619047619
2028,27,3.6666666666666665
2029,227,3.1629955947136565
2030,582,3.984536082474227
2031,225,3.56
2032,63,3.6825396825396823
2033,56,2.607142857142857
2034,37,4.216216216216216
2035,171,3.5672514619883042
2036,65,3.9384615384615387
2037,20,3.45
2038,440,3.8204545454545453
2039,121,3.5785123966942147
2040,46,3.369565217391304
2041,556,3.5485611510791366
2042,265,3.1358490566037736
2043,91,2.5714285714285716
2044,25,4.12
2045,25,4.04
2046,83,3.5903614457831323
2047,289,3.588235294117647
2048,35,4.142857142857143
2049,35,4.114285714285714
2050,260,3.896153846153846
2051,229,3.432314410480349
2052,30,2.9
2053,25,3.4
2054,335,3.408955223880597
2055,138,4.173913043478261
2056,256,4.09765625
2057,65,3.8615384615384616
2058,94,3.3191489361702127
2059,253,3.549407114624506
2060,261,3.1187739463601534
2061,20,4.3
2062,88,4.1477272727272725
2063,1323,2.945578231292517
2064,247,4.0
2065,31,4.451612903225806
2066,29,4.068965517241379
2067,199,3.5728643216080402
2068,125,3.952
2069,75,3.9066666666666667
2070,104,4.413461538461538
2071,238,3.407563025210084
2072,205,4.0
2073,645,3.696124031007752
2074,36,3.4722222222222223
2075,43,3.3255813953488373
2076,83,3.4819277108433737
2077,684,3.2309941520467835
2078,102,3.735294117647059
2079,96,3.46875
2080,32,4.28125
2081,49,3.122448979591837
2082,71,4.338028169014085
2083,40,4.35
2084,155,3.9483870967741934
2085,272,3.661764705882353
2086,30,3.7
2087,53,3.5660377358490565
2088,441,3.877551020408163
2089,95,3.7473684210526317
2090,229,3.7729257641921397
2091,147,4.08843537414966
2092,729,3.5665294924554183
2093,56,3.482142857142857
2094,71,4.056338028169014
2095,75,3.36
2096,121,4.181818181818182
2097,174,3.293103448275862
2098,373,3.2493297587131367
2099,36,3.5277777777777777
2100,308,3.707792207792208
2101,105,3.3047619047619046
2102,530,2.6452830188679246
2103,89,3.865168539325843
2104,53,3.0943396226415096
2105,517,3.2224371373307545
2106,900,2.2455555555555557
2107,29,4.068965517241379
2108,22,4.363636363636363
2109,749,2.897196261682243
2110,221,3.239819004524887
2111,20,3.75
2112,50,3.48
2113,46,3.847826086956522
2114,150,3.6733333333333333
2115,58,3.8620689655172415
2116,971,3.5550978372811533
2117,46,4.260869565217392
2118,87,4.505747126436781
2119,178,3.539325842696629
2120,164,3.451219512195122
2121,191,3.670157068062827
2122,208,3.6201923076923075
2123,35,4.085714285714285
2124,628,4.259554140127388
2125,229,3.873362445414847
2126,90,2.8
2127,168,3.2083333333333335
2128,20,3.75
2129,357,3.2717086834733893
2130,67,3.417910447761194
2131,321,3.370716510903427
2132,69,2.5652173913043477
2133,20,3.25
2134,59,3.593220338983051
2135,26,3.730769230769231
2136,160,3.91875
2137,69,4.130434782608695
2138,60,3.75
2139,53,4.132075471698113
2140,206,3.7864077669902914
2141,25,4.2
2142,77,3.5324675324675323
2143,112,3.125
2144,101,3.287128712871287
2145,219,4.063926940639269
2146,102,3.323529411764706
2147,96,3.5833333333333335
2148,255,3.9215686274509802
2149,53,3.811320754716981
2150,34,3.6176470588235294
2151,38,3.1842105263157894
2152,23,3.652173913043478
2153,353,3.8526912181303117
2154,45,3.977777777777778
2155,71,4.690140845070423
2156,315,3.3968253968253967
2157,148,3.4864864864864864
2158,113,3.9292035398230087
2159,34,4.470588235294118
2160,20,3.95
2161,120,3.5833333333333335
2162,182,3.9395604395604398
2163,96,4.104166666666667
2164,471,3.6602972399150744
2165,225,4.093333333333334
2166,213,3.6901408450704225
2167,222,2.463963963963964
2168,365,3.9424657534246577
2169,37,3.810810810810811
2170,126,4.23015873015873
2171,101,4.445544554455446
2172,451,3.059866962305987
2173,297,3.771043771043771
2174,178,3.5842696629213484
2175,169,4.136094674556213
2176,179,4.217877094972067
2177,203,3.6206896551724137
2178,174,4.287356321839081
2179,146,3.267123287671233
2180,409,2.838630806845966
2181,915,3.33224043715847
2182,24,3.6666666666666665
2183,35,3.6857142857142855
2184,30,4.233333333333333
2185,293,4.276450511945392
2186,292,3.441780821917808
2187,137,3.72992700729927
2188,405,3.05679012345679
2189,35,3.6
2190,130,3.8923076923076922
2191,38,3.1842105263157894
2192,121,3.8264462809917354
2193,27,4.0
2194,107,2.869158878504673
2195,258,3.4147286821705425
2196,36,3.9722222222222223
2197,56,4.107142857142857
2198,67,3.6417910447761193
2199,129,3.0697674418604652
2200,76,3.1052631578947367
2201,65,4.3538461538461535
2202,71,3.2816901408450705
2203,539,4.053803339517625
2204,33,3.515151515151515
2205,509,3.076620825147348
2206,156,3.7371794871794872
2207,21,4.238095238095238
2208,265,3.509433962264151
2209,23,3.4347826086956523
2210,29,3.689655172413793
2211,298,3.966442953020134
2212,100,3.16
2213,39,3.641025641025641
2214,81,4.160493827160494
2215,187,3.272727272727273
2216,52,2.9038461538461537
2217,40,3.2
2218,34,3.8823529411764706
2219,210,3.676190476190476
2220,29,4.0344827586206895
2221,162,3.5987654320987654
2222,219,3.506849315068493
2223,528,3.0890151515151514
2224,38,4.2368421052631575
2225,399,3.338345864661654
2226,52,3.673076923076923
2227,48,3.9791666666666665
2228,61,3.9508196721311477
2229,39,3.4871794871794872
2230,233,3.188841201716738
2231,436,3.6720183486238533
